ID;Distributor Name;Location;Car Name;Manufacturer Name;Car Type;Color;Gearbox;Number of Seats;Number of Doors;Energy;Manufactured Year;Price-$;Mileage-KM;Engine Power-HP;Purchased Date;Car Sale Status;Sold Date;Purchased Price-$;Sold Price-$;Margin-%;Sales Agent Name;Sales Rating;Sales Commission-$;Feedback
6QF64F;APE;San Jose;Kags;Renault;SUV;Blue;Manual;7;5;Electric;2019;9500;45854;175;21/10/2019;Un Sold;01/01/1970;7819;0;0;Preeti;2;0;Excellent
UQ8T0W;Trivett;Texas;Dzire;Maruti;Sedan;Red;Automatic;5;5;Hybrid;2020;7900;45871;100;10/02/2018;Un Sold;01/01/1970;7111;0;0;Anushka;4;0;Average
LUZ5VS;Carmix;San Jose;Plato;Prazo;Convertible;Gray;Automatic;2;2;Petrol;2024;8500;45874;250;07/01/2019;Sold;25/01/2024;6828;8145;19;Shiva;5;263;Good
L57FRJ;Carousell;Portland;Yodha;Tata;Truck;Black;Manual;3;2;Diesel;2023;7200;45890;100;22/05/2017;Sold;06/09/2021;5246;4277;-18;Vishwajeet;1;0;Good
G9WBBW;Kamkar;Utah;Etriga;Maruti;Hatchback;Black;Automatic;4;5;Petrol;2016;6800;45893;103;11/05/2019;Un Sold;01/01/1970;4848;0;0;Narayan;1;0;Good
TND5TF;APE;North Carolina;Dzire;Maruti;Sedan;Red;Manual;5;5;Hybrid;2015;8400;45894;100;03/11/2017;Un Sold;01/01/1970;7101;0;0;Supriya;1;0;Good
CKA8MY;Carmix;San Jose;Creta;Hyundai;Hatchback;Black;Manual;5;5;Diesel;2021;6400;45909;113;29/09/2018;Un Sold;01/01/1970;4948;0;0;Pavan;2;0;Average
V3KJOJ;Trivett;Columbus;Thar;Mahindra;SUV;Red;Automatic;5;3;Hybrid;2021;8800;45910;130;10/06/2024;Sold;29/07/2024;8156;8159;0;Pavan;3;1;Good
W2BP6T;Carro;Texas;Yodha;Tata;Truck;Blue;Manual;3;2;Petrol;2023;7100;45917;100;07/09/2022;Sold;10/07/2023;5363;6252;17;Rithvik;5;178;Excellent
ULJ1VE;Trust;Philadelphia;Creta;Hyundai;Hatchback;Red;Manual;5;5;Hybrid;2022;7200;45923;113;04/05/2020;Sold;15/03/2021;6510;7198;11;Aditya;2;138;Good
CSOALO;Skipper;Philadelphia;Hilux;Toyota;Truck;Gray;Automatic;4;2;Hybrid;2021;8300;45930;200;27/08/2020;Un Sold;01/01/1970;6680;0;0;Aditya;5;0;Excellent
G5J0XC;Carmix;Tucson;Scorpio;Mahindra;SUV;Red;Manual;5;5;Electric;2019;9500;45930;120;07/11/2016;Un Sold;01/01/1970;7948;0;0;Vishwajeet;5;0;Excellent
4TLU9Y;Nufor;San Jose;Swift;Maruti;Sedan;Blue;Manual;5;4;Electric;2015;8900;45933;115;27/03/2016;Sold;25/07/2016;8223;9637;17;Dhruv;2;283;Good
G4LGGP;Trust;Oklahoma;Plato;Prazo;Convertible;White;Automatic;2;2;Diesel;2024;8600;45942;250;20/10/2017;Un Sold;01/01/1970;7582;0;0;Krishna;5;0;Good
UODGQ1;Cars24;Texas;Yodha;Tata;Truck;Blue;Manual;3;2;Electric;2022;8700;45945;100;16/07/2020;Un Sold;01/01/1970;7984;0;0;Sai;1;0;Excellent
9XQQQ8;Knox;Chicago;Seltos;Kia;Hatchback;Red;Manual;5;5;Diesel;2022;6300;45957;150;11/01/2018;Un Sold;01/01/1970;5422;0;0;Sai;1;0;Excellent
VNB0SJ;Carousell;North Carolina;Hilux;Toyota;Truck;Red;Manual;4;2;Petrol;2015;7900;45978;200;20/07/2023;Sold;02/02/2024;6046;5768;-5;Aditya;3;0;Poor
89WPI8;Skipper;Madison;i20;Hyundai;Hatchback;Red;Manual;4;5;Hybrid;2015;7900;45987;120;13/03/2021;Un Sold;01/01/1970;7191;0;0;Vishwajeet;1;0;Excellent
EFEGYK;Automart;North Carolina;Hilux;Toyota;Truck;Black;Automatic;4;2;Petrol;2017;7700;45989;200;04/07/2024;Sold;01/09/2024;5791;5202;-10;Aditya;1;0;Average
VH2181;Carmudi;Chicago;Creta;Hyundai;Hatchback;Blue;Manual;5;5;Hybrid;2016;7800;46002;113;15/02/2019;Un Sold;01/01/1970;6977;0;0;Karan;4;0;Poor
UK5FDX;Carmix;Texas;Hilux;Toyota;Truck;Blue;Automatic;4;2;Diesel;2024;7100;46008;200;05/11/2024;Un Sold;01/01/1970;6467;0;0;Swapna;4;0;Good
QVDR6J;Trust;Portland;Yodha;Tata;Truck;Black;Manual;3;2;Petrol;2023;7100;46013;100;19/08/2018;Sold;31/07/2022;6569;5927;-10;Pranav;1;0;Average
FIRE83;Carousell;North Carolina;Etriga;Maruti;Hatchback;Red;Automatic;4;5;Petrol;2017;6700;46024;103;05/09/2021;Sold;01/06/2023;6007;5304;-12;Shiva;2;0;Good
093OOJ;Olx;Tennessee;Thar;Mahindra;SUV;Black;Automatic;5;3;Electric;2016;9800;46032;130;31/12/2018;Sold;29/07/2018;8962;9036;1;Aditya;2;15;Good
4458D2;Carro;Tucson;Kags;Renault;SUV;White;Manual;7;5;Hybrid;2018;9100;46036;175;09/11/2024;Un Sold;01/01/1970;7798;0;0;Aditya;4;0;Poor
HIA4TR;Nufor;Tucson;Kags;Renault;SUV;Red;Manual;7;5;Hybrid;2023;8600;46041;175;03/12/2021;Un Sold;01/01/1970;7797;0;0;Karan;1;0;Excellent
57SW4S;Olx;Philadelphia;Etriga;Maruti;Hatchback;Red;Automatic;4;5;Diesel;2018;6700;46073;103;10/01/2023;Sold;14/05/2024;5269;6381;21;Rithvik;2;222;Good
CHHZUC;Oto;North Carolina;Scorpio;Mahindra;SUV;Red;Automatic;5;5;Hybrid;2016;9300;46091;120;12/07/2021;Un Sold;01/01/1970;7488;0;0;Narayan;5;0;Good
4Y2FJ2;Motor;Utah;Hilux;Toyota;Truck;Red;Automatic;4;2;Electric;2021;8800;46108;200;12/02/2017;Sold;26/09/2019;7122;6363;-11;Arjuna;1;0;Average
D6695J;Skipper;Florida;Scorpio;Mahindra;SUV;Black;Manual;5;5;Petrol;2019;8000;46109;120;19/01/2018;Un Sold;01/01/1970;7245;0;0;Pavan;4;0;Poor
EFGPOA;Zupps;Florida;Creta;Hyundai;Hatchback;Red;Manual;5;5;Diesel;2017;6800;46110;113;28/05/2021;Sold;08/03/2023;5125;5299;3;Sai;3;35;Excellent
LQETWG;Sobri;Utah;Thar;Mahindra;SUV;Red;Manual;5;3;Electric;2022;9200;46121;130;06/02/2022;Sold;29/12/2022;8339;9838;18;Aditya;4;300;Average
MRLKTT;Motor;Tennessee;Yodha;Tata;Truck;Black;Automatic;3;2;Diesel;2024;7100;46133;100;09/05/2019;Un Sold;01/01/1970;5515;0;0;Shruthi;5;0;Good
HSLYNA;Automart;Denver;i20;Hyundai;Hatchback;Gray;Automatic;4;5;Electric;2017;8200;46133;120;20/02/2020;Sold;16/06/2022;6981;6457;-8;Shilpa;5;0;Excellent
7XTD9V;APE;Texas;Creta;Hyundai;Hatchback;Red;Manual;5;5;Diesel;2021;6400;46134;113;20/07/2021;Sold;05/02/2023;5130;3898;-24;Anushka;2;0;Average
E4JC2G;Ahg;San Jose;Yodha;Tata;Truck;Blue;Manual;3;2;Diesel;2017;7800;46138;100;26/08/2015;Sold;29/07/2015;6080;6104;0;Aarush;1;5;Poor
PKWS3C;Zupps;Portland;Creta;Hyundai;Hatchback;White;Manual;5;5;Diesel;2019;6600;46161;113;12/08/2021;Un Sold;01/01/1970;6051;0;0;Preeti;4;0;Good
PNUBLB;Olx;Tucson;Kags;Renault;SUV;Blue;Manual;7;5;Diesel;2019;8100;46163;175;19/10/2016;Un Sold;01/01/1970;6908;0;0;Narayan;3;0;Good
A0AYVC;Cars24;San Jose;Thar;Mahindra;SUV;Red;Manual;5;3;Hybrid;2021;8800;46199;130;08/10/2022;Sold;19/09/2024;8295;8302;0;Aarush;5;1;Good
1DQMU5;Marchi;San Jose;Yodha;Tata;Truck;Black;Manual;3;2;Diesel;2020;7500;46211;100;07/10/2020;Sold;11/04/2020;6401;6993;9;Preeti;1;118;Excellent
1GBLDY;Olx;San Jose;Plato;Prazo;Convertible;Black;Automatic;2;2;Diesel;2018;9200;46226;250;21/08/2023;Sold;20/04/2024;8688;10219;18;Shilpa;1;306;Average
KBTPCZ;Cars24;Columbus;Seltos;Kia;Hatchback;Black;Automatic;5;5;Diesel;2015;7000;46237;150;23/05/2016;Un Sold;01/01/1970;6281;0;0;Supriya;2;0;Good
SKR4J2;Carmudi;Oklahoma;Etriga;Maruti;Hatchback;Blue;Manual;4;5;Electric;2019;8000;46238;103;07/06/2024;Un Sold;01/01/1970;6424;0;0;Bhavani;5;0;Excellent
61WYAP;Motor;Denver;Thar;Mahindra;SUV;Gray;Manual;5;3;Diesel;2018;8200;46243;130;16/05/2024;Un Sold;01/01/1970;6908;0;0;Anushka;3;0;Excellent
PWP2QK;Trivett;North Carolina;Plato;Prazo;Convertible;Gray;Automatic;2;2;Petrol;2021;8800;46250;250;14/05/2023;Sold;02/04/2024;6919;7942;15;Anushka;1;205;Average
7M8RXK;Oto;North Carolina;Etriga;Maruti;Hatchback;Red;Manual;4;5;Electric;2024;7500;46253;103;10/01/2024;Un Sold;01/01/1970;6567;0;0;Aarush;4;0;Average
XHX94B;Trust;Tucson;Seltos;Kia;Hatchback;White;Automatic;5;5;Diesel;2017;6800;46254;150;18/07/2021;Un Sold;01/01/1970;5162;0;0;Aarush;3;0;Excellent
MKPA1X;Olx;North Carolina;Seltos;Kia;Hatchback;Red;Manual;5;5;Petrol;2015;6900;46294;150;23/04/2018;Un Sold;01/01/1970;6185;0;0;Sai;2;0;Good
0CG7QA;Carro;Philadelphia;Hilux;Toyota;Truck;Red;Manual;4;2;Electric;2018;9100;46310;200;30/11/2024;Un Sold;01/01/1970;7848;0;0;Rithvik;4;0;Excellent
Z62QU3;Automart;Tennessee;Thar;Mahindra;SUV;Black;Manual;5;3;Hybrid;2015;9400;46314;130;13/09/2020;Un Sold;01/01/1970;7947;0;0;Shiva;1;0;Excellent
C4L3XU;APE;California;i20;Hyundai;Hatchback;Blue;Automatic;4;5;Electric;2018;8100;46331;120;26/03/2021;Sold;31/12/2021;7275;7776;7;Piyush;4;100;Average
SKSCBX;Ahg;New York;Thar;Mahindra;SUV;Red;Automatic;5;3;Hybrid;2015;9400;46337;130;27/01/2017;Un Sold;01/01/1970;8476;0;0;Shailaja;3;0;Excellent
538JQQ;Nufor;North Carolina;Yodha;Tata;Truck;Black;Manual;3;2;Diesel;2023;7200;46341;100;05/06/2019;Un Sold;01/01/1970;5366;0;0;Sai;5;0;Average
T4VYHN;Cars24;Denver;i20;Hyundai;Hatchback;Red;Manual;4;5;Diesel;2016;6900;46345;120;26/01/2021;Un Sold;01/01/1970;5984;0;0;Swathi;3;0;Excellent
FTLO25;Carmudi;North Carolina;Etriga;Maruti;Hatchback;Red;Manual;4;5;Petrol;2023;6100;46356;103;12/07/2016;Un Sold;01/01/1970;4286;0;0;Piyush;3;0;Excellent
HC7E9Y;Carsome;Tucson;Thar;Mahindra;SUV;Gray;Automatic;5;3;Diesel;2016;8400;46366;130;28/07/2015;Sold;05/06/2021;7192;6660;-7;Shailaja;1;0;Average
UHHQQP;Motor;North Carolina;Yodha;Tata;Truck;White;Manual;3;2;Hybrid;2016;8800;46375;100;15/11/2023;Un Sold;01/01/1970;7410;0;0;Vishwajeet;3;0;Average
K0EOM6;Oto;Utah;Plato;Prazo;Convertible;Red;Manual;2;2;Diesel;2015;9500;46395;250;26/02/2024;Un Sold;01/01/1970;8927;0;0;Sai;4;0;Average
G1LX4J;Carousell;North Carolina;Creta;Hyundai;Hatchback;Red;Automatic;5;5;Electric;2018;8100;46399;113;01/08/2020;Un Sold;01/01/1970;6225;0;0;Piyush;1;0;Poor
YRL0XV;Carmudi;Oklahoma;Yodha;Tata;Truck;Red;Manual;3;2;Diesel;2020;7500;46422;100;06/03/2020;Sold;18/05/2024;5936;6682;13;Shilpa;4;149;Excellent
SF4GU4;Nufor;Philadelphia;Swift;Maruti;Sedan;Red;Automatic;5;4;Diesel;2017;7300;46426;115;16/11/2018;Sold;18/01/2019;6249;7383;18;Swathi;4;227;Good
ISZU2S;Automart;Portland;Etriga;Maruti;Hatchback;Black;Automatic;4;5;Hybrid;2018;7600;46441;103;12/09/2017;Un Sold;01/01/1970;6708;0;0;Swathi;3;0;Excellent
JWNHPC;Nufor;Utah;Yodha;Tata;Truck;Black;Automatic;3;2;Petrol;2017;7700;46443;100;15/05/2024;Un Sold;01/01/1970;6404;0;0;Karan;5;0;Excellent
GWUJ89;Oto;Utah;Yodha;Tata;Truck;White;Manual;3;2;Diesel;2016;7900;46456;100;28/11/2024;Un Sold;01/01/1970;6295;0;0;Sweta;2;0;Good
BHI9TB;Trivett;North Carolina;Fortuner;Toyota;SUV;Red;Automatic;8;5;Hybrid;2022;8700;46468;200;11/03/2022;Un Sold;01/01/1970;8168;0;0;Arjuna;1;0;Average
L0E5MM;Olx;Detroit;Plato;Prazo;Convertible;Black;Manual;2;2;Hybrid;2019;10000;46473;250;11/03/2016;Sold;16/05/2016;9021;10399;15;Shilpa;2;276;Good
N37022;Zupps;California;Etriga;Maruti;Hatchback;Black;Manual;4;5;Petrol;2020;6400;46477;103;18/08/2023;Un Sold;01/01/1970;4684;0;0;Shruthi;4;0;Excellent
EZZRU8;Trust;San Jose;i20;Hyundai;Hatchback;Black;Manual;4;5;Electric;2019;8000;46497;120;14/03/2018;Un Sold;01/01/1970;7070;0;0;Shailaja;2;0;Excellent
0H9CN1;Carousell;Oklahoma;Fortuner;Toyota;SUV;Blue;Manual;8;5;Hybrid;2017;9200;46497;200;16/01/2016;Un Sold;01/01/1970;8073;0;0;Anushka;3;0;Good
VLUON2;Skipper;North Carolina;Thar;Mahindra;SUV;Gray;Automatic;5;3;Petrol;2021;7800;46507;130;07/11/2023;Un Sold;01/01/1970;6956;0;0;Arjuna;2;0;Excellent
3DP6YA;Carmix;Texas;Creta;Hyundai;Hatchback;Black;Automatic;5;5;Diesel;2017;6800;46510;113;10/09/2020;Sold;20/02/2024;6270;5459;-13;Vihaan;3;0;Average
ATNJLM;Motor;North Carolina;Plato;Prazo;Convertible;Red;Automatic;2;2;Electric;2018;10600;46513;250;12/05/2017;Sold;08/09/2022;10061;11382;13;Piyush;2;264;Excellent
52ZZO1;Carousell;Texas;Thar;Mahindra;SUV;Red;Manual;5;3;Diesel;2022;7800;46528;130;05/01/2022;Un Sold;01/01/1970;5941;0;0;Supriya;4;0;Poor
92N5J8;Carro;Detroit;Creta;Hyundai;Hatchback;Blue;Manual;5;5;Petrol;2015;6900;46533;113;12/05/2022;Sold;07/08/2022;4900;3792;-23;Sai;5;0;Excellent
TP3ZY5;Automart;Columbus;Swift;Maruti;Sedan;Red;Manual;5;4;Electric;2019;8500;46537;115;15/06/2022;Sold;19/04/2024;7877;7487;-5;Pavan;4;0;Excellent
O73CVR;Carmix;Tucson;Yodha;Tata;Truck;Black;Manual;3;2;Petrol;2015;7900;46561;100;22/04/2021;Sold;13/04/2023;7028;6621;-6;Narayan;1;0;Excellent
B7SDRR;Kamkar;Columbus;Fortuner;Toyota;SUV;Black;Automatic;8;5;Petrol;2020;7900;46564;200;22/04/2021;Sold;17/04/2024;6243;5200;-17;Shiva;1;0;Average
2SVPQP;Marchi;Detroit;Yodha;Tata;Truck;Red;Manual;3;2;Diesel;2016;7900;46566;100;25/09/2023;Un Sold;01/01/1970;6518;0;0;Supriya;4;0;Excellent
HBK2SG;APE;California;Thar;Mahindra;SUV;White;Manual;5;3;Diesel;2024;7600;46573;130;10/06/2019;Un Sold;01/01/1970;6615;0;0;Karan;1;0;Good
EEHVV2;Carsome;Detroit;Swift;Maruti;Sedan;Red;Manual;5;4;Diesel;2024;6600;46574;115;04/01/2019;Sold;11/07/2022;5094;4626;-9;Dhruv;3;0;Average
ZD441H;Zupps;Chicago;Hilux;Toyota;Truck;Blue;Automatic;4;2;Hybrid;2016;8800;46580;200;03/04/2018;Sold;24/10/2022;7416;8614;16;Preeti;1;240;Good
L3ST50;Oto;Philadelphia;Scorpio;Mahindra;SUV;Gray;Manual;5;5;Petrol;2019;8000;46596;120;27/08/2024;Sold;19/11/2024;6648;5844;-12;Krishna;4;0;Average
VJKE3F;Marchi;Denver;Yodha;Tata;Truck;Black;Manual;3;2;Diesel;2020;7500;46597;100;19/10/2019;Sold;13/03/2022;6945;8041;16;Karan;1;219;Good
GLBFML;Trivett;Florida;Dzire;Maruti;Sedan;Blue;Manual;5;5;Petrol;2016;7300;46601;100;26/10/2017;Sold;20/08/2019;5567;5386;-3;Swapna;1;0;Poor
BZLYSZ;Olx;Tennessee;i20;Hyundai;Hatchback;Gray;Manual;4;5;Hybrid;2022;7200;46602;120;10/06/2021;Sold;05/07/2022;6586;7809;19;Supriya;4;245;Average
FNY6ZA;Nufor;Utah;Etriga;Maruti;Hatchback;White;Manual;4;5;Electric;2016;8300;46639;103;08/04/2018;Un Sold;01/01/1970;6393;0;0;Shruthi;2;0;Excellent
M8XDW5;Oto;Tucson;Fortuner;Toyota;SUV;Red;Automatic;8;5;Hybrid;2018;9100;46663;200;06/08/2018;Un Sold;01/01/1970;7747;0;0;Anushka;1;0;Average
GQD8XA;Carmudi;North Carolina;Plato;Prazo;Convertible;Black;Automatic;2;2;Electric;2020;10400;46663;250;15/12/2021;Un Sold;01/01/1970;9851;0;0;Shiva;2;0;Average
PS1VYK;Carmix;Tennessee;Swift;Maruti;Sedan;Red;Manual;5;4;Electric;2015;8900;46664;115;22/02/2020;Un Sold;01/01/1970;8377;0;0;Vishwajeet;2;0;Good
YTSSVI;Carmix;California;Hilux;Toyota;Truck;Black;Manual;4;2;Hybrid;2019;8500;46670;200;07/12/2015;Un Sold;01/01/1970;7401;0;0;Supriya;5;0;Good
R2BJWU;Carousell;Tucson;Creta;Hyundai;Hatchback;Red;Manual;5;5;Hybrid;2019;7500;46679;113;03/07/2021;Sold;17/10/2021;6479;6271;-3;Swathi;5;0;Excellent
5O940Q;Skipper;California;Seltos;Kia;Hatchback;Red;Automatic;5;5;Petrol;2022;6200;46684;150;18/06/2017;Un Sold;01/01/1970;4754;0;0;Sai;3;0;Excellent
BTL9N0;Carro;Madison;Scorpio;Mahindra;SUV;Red;Manual;5;5;Electric;2024;9000;46684;120;25/11/2016;Un Sold;01/01/1970;8453;0;0;Shilpa;4;0;Average
GSEKAI;Ahg;Philadelphia;Yodha;Tata;Truck;Red;Automatic;3;2;Petrol;2020;7400;46695;100;29/10/2022;Un Sold;01/01/1970;6462;0;0;Pavan;3;0;Excellent
JC53OY;Ahg;San Jose;Seltos;Kia;Hatchback;Black;Manual;5;5;Hybrid;2017;7700;46695;150;19/04/2017;Un Sold;01/01/1970;7043;0;0;Anushka;1;0;Excellent
4ZTN3Z;Motor;New York;Yodha;Tata;Truck;Red;Manual;3;2;Petrol;2015;7900;46697;100;02/05/2019;Un Sold;01/01/1970;7308;0;0;Swathi;2;0;Excellent
KAWSS7;Carmudi;Columbus;Creta;Hyundai;Hatchback;Gray;Automatic;5;5;Hybrid;2015;7900;46708;113;10/12/2018;Un Sold;01/01/1970;6367;0;0;Supriya;4;0;Excellent
4O7TS9;Olx;Oklahoma;Kags;Renault;SUV;Blue;Automatic;7;5;Hybrid;2019;9000;46710;175;20/03/2021;Un Sold;01/01/1970;8268;0;0;Swapna;2;0;Excellent
LRZMIP;Automart;Philadelphia;Thar;Mahindra;SUV;Blue;Manual;5;3;Petrol;2023;7600;46711;130;16/03/2017;Un Sold;01/01/1970;6840;0;0;Aditya;4;0;Excellent
8K70LN;Kamkar;Philadelphia;Etriga;Maruti;Hatchback;Gray;Manual;4;5;Diesel;2021;6400;46713;103;10/11/2018;Un Sold;01/01/1970;4497;0;0;Shailaja;1;0;Excellent
1KMTVW;Trust;Tucson;Etriga;Maruti;Hatchback;Gray;Manual;4;5;Diesel;2018;6700;46728;103;30/03/2019;Un Sold;01/01/1970;4740;0;0;Ram;4;0;Excellent
OTLK65;Carmix;Texas;Kags;Renault;SUV;White;Manual;7;5;Electric;2022;9200;46731;175;10/05/2023;Un Sold;01/01/1970;8143;0;0;Pranav;4;0;Average
WUE0RE;Motor;Florida;Scorpio;Mahindra;SUV;Gray;Automatic;5;5;Electric;2022;9200;46738;120;13/12/2019;Un Sold;01/01/1970;8281;0;0;Preeti;2;0;Excellent
LLVTAT;Trust;Texas;Plato;Prazo;Convertible;White;Automatic;2;2;Diesel;2019;9100;46744;250;17/06/2020;Un Sold;01/01/1970;7307;0;0;Anushka;2;0;Poor
2EBOT7;Automart;North Carolina;Creta;Hyundai;Hatchback;Red;Manual;5;5;Petrol;2018;6600;46762;113;03/05/2020;Un Sold;01/01/1970;4755;0;0;Sai;1;0;Average
WNORU8;Carro;Columbus;i20;Hyundai;Hatchback;Black;Manual;4;5;Hybrid;2023;7100;46762;120;18/05/2019;Un Sold;01/01/1970;5710;0;0;Swapna;3;0;Excellent
LMA313;Carsome;Detroit;i20;Hyundai;Hatchback;Red;Automatic;4;5;Diesel;2022;6300;46764;120;22/07/2018;Un Sold;01/01/1970;4790;0;0;Dhruv;2;0;Excellent
851SC0;Automart;North Carolina;Thar;Mahindra;SUV;Blue;Automatic;5;3;Electric;2021;9300;46776;130;25/09/2022;Sold;25/04/2024;7376;6831;-7;Arjuna;5;0;Excellent
W99LY5;Kamkar;California;Hilux;Toyota;Truck;Gray;Manual;4;2;Hybrid;2019;8500;46783;200;28/02/2017;Un Sold;01/01/1970;7498;0;0;Vihaan;5;0;Excellent
J9MH30;Marchi;New York;Seltos;Kia;Hatchback;White;Manual;5;5;Diesel;2020;6500;46786;150;11/03/2023;Sold;19/03/2024;5124;6467;26;Krishna;4;269;Excellent
UWOETN;Motor;San Jose;i20;Hyundai;Hatchback;Black;Automatic;4;5;Hybrid;2022;7200;46796;120;02/11/2021;Un Sold;01/01/1970;5855;0;0;Swathi;4;0;Good
BQTMNM;Kamkar;Philadelphia;Thar;Mahindra;SUV;White;Manual;5;3;Electric;2019;9500;46817;130;28/05/2023;Un Sold;01/01/1970;8202;0;0;Vishwajeet;1;0;Excellent
XEDA9M;APE;Texas;Hilux;Toyota;Truck;Blue;Manual;4;2;Diesel;2020;7500;46820;200;12/09/2023;Un Sold;01/01/1970;6645;0;0;Shailaja;2;0;Excellent
E5WM69;Olx;Denver;Thar;Mahindra;SUV;Black;Automatic;5;3;Diesel;2020;8000;46821;130;29/11/2024;Sold;12/11/2024;6474;7484;16;Sai;3;202;Good
DH7AWS;Carousell;Philadelphia;Fortuner;Toyota;SUV;White;Manual;8;5;Hybrid;2022;8700;46825;200;06/12/2022;Un Sold;01/01/1970;7398;0;0;Pranav;2;0;Good
2850FW;Skipper;Florida;Yodha;Tata;Truck;Gray;Manual;3;2;Diesel;2022;7300;46833;100;03/04/2015;Un Sold;01/01/1970;5407;0;0;Aditya;3;0;Excellent
M6U4MH;Motor;Philadelphia;Hilux;Toyota;Truck;Black;Manual;4;2;Petrol;2018;7600;46833;200;22/09/2022;Un Sold;01/01/1970;6285;0;0;Vishwajeet;2;0;Good
GMMWB2;Carmudi;Oklahoma;Scorpio;Mahindra;SUV;Blue;Automatic;5;5;Petrol;2017;8200;46892;120;26/01/2018;Un Sold;01/01/1970;7271;0;0;Shruthi;5;0;Good
RHO51T;APE;Florida;Seltos;Kia;Hatchback;Red;Automatic;5;5;Diesel;2023;6200;46895;150;26/01/2020;Sold;19/08/2021;5032;5551;10;Pavan;4;104;Average
CBHJJI;Motor;Florida;Scorpio;Mahindra;SUV;Black;Manual;5;5;Electric;2021;9300;46925;120;25/12/2016;Un Sold;01/01/1970;8129;0;0;Pavan;5;0;Excellent
9BBNX8;Olx;Tucson;Dzire;Maruti;Sedan;Blue;Automatic;5;5;Electric;2019;8500;46940;100;01/01/2020;Sold;28/09/2022;7524;6558;-13;Sai;4;0;Excellent
WFLW8C;Zupps;California;Creta;Hyundai;Hatchback;White;Manual;5;5;Hybrid;2015;7900;46955;113;24/08/2018;Sold;13/03/2021;6645;7301;10;Swathi;3;131;Average
Z8S8V1;Oto;Chicago;Hilux;Toyota;Truck;Blue;Manual;4;2;Hybrid;2022;8200;46965;200;14/02/2019;Sold;25/03/2022;7176;8214;14;Pranav;4;208;Excellent
19P4A2;Sobri;Tennessee;Fortuner;Toyota;SUV;White;Automatic;8;5;Electric;2022;9200;47023;200;14/09/2023;Un Sold;01/01/1970;8653;0;0;Vishwajeet;2;0;Average
XD9J3G;Carmudi;Denver;Thar;Mahindra;SUV;White;Automatic;5;3;Diesel;2017;8300;47025;130;03/04/2020;Un Sold;01/01/1970;6409;0;0;Ram;3;0;Average
W946UJ;Carro;Philadelphia;Swift;Maruti;Sedan;Gray;Manual;5;4;Diesel;2021;6900;47026;115;13/10/2024;Un Sold;01/01/1970;5835;0;0;Vihaan;4;0;Good
7CBUWA;Carsome;New York;Etriga;Maruti;Hatchback;Gray;Automatic;4;5;Petrol;2019;6500;47028;103;28/08/2016;Un Sold;01/01/1970;4867;0;0;Pavan;5;0;Good
YVWGYA;Skipper;Utah;i20;Hyundai;Hatchback;Black;Automatic;4;5;Hybrid;2021;7300;47032;120;06/08/2016;Un Sold;01/01/1970;5354;0;0;Hariom;5;0;Good
L1BLJS;Carmudi;Utah;Kags;Renault;SUV;White;Automatic;7;5;Electric;2019;9500;47034;175;11/08/2021;Un Sold;01/01/1970;8634;0;0;Narayan;3;0;Excellent
AI7OYJ;Olx;Florida;Plato;Prazo;Convertible;Red;Manual;2;2;Diesel;2021;8900;47037;250;07/12/2023;Un Sold;01/01/1970;7531;0;0;Hariom;5;0;Good
KSH1LQ;Trust;Portland;Hilux;Toyota;Truck;Blue;Manual;4;2;Electric;2023;8600;47038;200;28/01/2018;Un Sold;01/01/1970;7636;0;0;Aditya;5;0;Excellent
5NY69F;Olx;Columbus;i20;Hyundai;Hatchback;White;Manual;4;5;Petrol;2018;6600;47044;120;10/01/2018;Un Sold;01/01/1970;5044;0;0;Anushka;5;0;Good
A5FCT7;Motor;California;Kags;Renault;SUV;Blue;Automatic;7;5;Diesel;2022;7800;47060;175;18/04/2015;Sold;03/02/2024;5890;7084;20;Dhruv;4;239;Excellent
NGHYNH;Carsome;San Jose;i20;Hyundai;Hatchback;Red;Automatic;4;5;Hybrid;2023;7100;47075;120;11/07/2015;Un Sold;01/01/1970;6567;0;0;Ram;2;0;Average
S6UK6F;Ahg;California;Hilux;Toyota;Truck;Red;Manual;4;2;Diesel;2017;7800;47077;200;30/07/2019;Sold;26/04/2024;6364;7608;20;Rithvik;1;249;Excellent
BLN6L3;Oto;California;Fortuner;Toyota;SUV;Blue;Automatic;8;5;Petrol;2024;7500;47079;200;03/03/2020;Sold;03/03/2022;6513;7350;13;Aarush;3;167;Excellent
FETZM0;Zupps;Oklahoma;Scorpio;Mahindra;SUV;Gray;Manual;5;5;Electric;2019;9500;47080;120;27/03/2024;Un Sold;01/01/1970;8298;0;0;Arjuna;4;0;Excellent
DY6SIW;Automart;Tennessee;i20;Hyundai;Hatchback;Blue;Automatic;4;5;Electric;2023;7600;47082;120;16/01/2021;Un Sold;01/01/1970;5988;0;0;Aditya;4;0;Good
51AZVP;Olx;Chicago;Fortuner;Toyota;SUV;White;Automatic;8;5;Electric;2018;9600;47096;200;04/12/2023;Sold;25/12/2023;8852;7719;-13;Supriya;4;0;Average
WDTUMT;Kamkar;Tucson;Fortuner;Toyota;SUV;Blue;Manual;8;5;Electric;2021;9300;47099;200;13/06/2015;Sold;19/03/2021;7577;8193;8;Preeti;1;123;Excellent
